building_id,n_obs,coverage,pct_missing,mean_load,std_load,min_load,max_load,n_zeros,primary_use,site_id,sqm,timezone,site_airtemp_coverage
Hog_office_Terry,17258,0.9837,1.63,696.9,477.82,0.0,2237.63,9,Office,Hog,24854.9,US/Central,0.9998859879147189
Eagle_food_Jennifer,17258,0.9837,1.63,83.68,67.2,0.0,279.71,2144,Food sales and service,Eagle,3307.8,US/Eastern,0.9998289233576643
Lamb_assembly_Alden,17256,0.9836,1.64,1.14,0.97,0.0,4.4,92,Entertainment/public assembly,Lamb,811.0,Europe/London,0.9998857142857143
Eagle_education_Brooke,17257,0.9836,1.64,915.04,68.74,630.38,1147.38,0,Education,Eagle,25384.3,US/Eastern,0.9998289233576643
Hog_office_Clemencia,17252,0.9834,1.66,78.35,13.09,23.13,121.61,0,Office,Hog,5453.7,US/Central,0.9998859879147189
Rat_office_Jill,17251,0.9833,1.67,647.78,418.19,0.21,2052.7,0,Office,Rat,31587.0,US/Eastern,0.9996579052397514
Bull_lodging_Perry,17239,0.9826,1.74,52.92,10.22,7.0,95.0,0,Lodging/residential,Bull,6480.4,US/Central,0.9981174054424097
Fox_education_Lesley,17237,0.9825,1.75,12.62,7.02,0.0,41.12,2,Education,Fox,1555.6,US/Mountain,0.9999429972068631
Bull_education_Nolan,17234,0.9823,1.77,66.69,12.59,13.0,107.0,0,Education,Bull,8512.6,US/Central,0.9981174054424097
Lamb_assembly_Dorathy,17233,0.9823,1.77,1.97,2.17,0.0,9.7,72,Entertainment/public assembly,Lamb,815.0,Europe/London,0.9998857142857143
Panther_retail_Rachel,17232,0.9822,1.78,2.69,2.02,0.0,8.76,3377,Retail,Panther,26.3,US/Eastern,0.999829001367989
Lamb_assembly_Bertie,17230,0.9821,1.79,69.43,63.62,0.0,293.6,18,Entertainment/public assembly,Lamb,13908.0,Europe/London,0.9998857142857143
Fox_education_Yolande,17230,0.9821,1.79,523.65,48.63,415.02,691.64,0,Education,Fox,16681.6,US/Mountain,0.9999429972068631
Hog_education_Luvenia,17229,0.982,1.8,468.18,87.93,179.03,791.32,0,Education,Hog,17851.5,US/Central,0.9998859879147189
Bull_office_Lilla,17229,0.982,1.8,466.3,75.51,115.0,778.0,0,Office,Bull,16890.2,US/Central,0.9981174054424097
Eagle_office_Donovan,17226,0.9819,1.81,64.37,26.31,0.0,153.99,46,Office,Eagle,8031.9,US/Eastern,0.9998289233576643
Lamb_education_Patsy,17225,0.9818,1.82,4.89,6.78,0.0,31.7,46,Education,Lamb,2991.0,Europe/London,0.9998857142857143
Bull_education_Stewart,17225,0.9818,1.82,125.69,17.77,46.0,200.0,0,Education,Bull,7212.2,US/Central,0.9981174054424097
Fox_education_Cynthia,17222,0.9816,1.84,207.59,36.02,63.05,355.79,0,Education,Fox,7197.1,US/Mountain,0.9999429972068631
Bull_education_Clarice,17219,0.9815,1.85,31.63,5.98,5.0,56.0,0,Education,Bull,5132.0,US/Central,0.9981174054424097
Rat_education_Marianna,17217,0.9814,1.86,78.63,31.0,35.31,191.13,0,Education,Rat,5936.5,US/Eastern,0.9996579052397514
Rat_education_Lonnie,17216,0.9813,1.87,58.91,30.96,0.0,163.52,2,Education,Rat,4645.2,US/Eastern,0.9996579052397514
Hog_office_Concetta,17215,0.9812,1.88,7.69,10.1,0.0,47.0,7404,Office,Hog,2699.9,US/Central,0.9998859879147189
Rat_public_Wilbur,17215,0.9812,1.88,179.28,23.86,111.45,271.68,0,Public services,Rat,537.3,US/Eastern,0.9996579052397514
Eagle_lodging_Dawn,17212,0.9811,1.89,74.4,17.46,17.64,139.35,0,Lodging/residential,Eagle,5785.9,US/Eastern,0.9998289233576643
Bull_lodging_Hugo,17210,0.981,1.9,71.71,14.34,13.0,133.0,0,Lodging/residential,Bull,8062.7,US/Central,0.9981174054424097
Bull_education_Dania,17210,0.981,1.9,41.05,8.79,11.0,69.0,0,Education,Bull,5215.3,US/Central,0.9981174054424097
Eagle_public_Ola,17210,0.981,1.9,130.42,37.6,0.0,226.0,46,Public services,Eagle,8874.7,US/Eastern,0.9998289233576643
Hog_office_Lanell,17208,0.9808,1.92,138.57,61.18,1.84,342.25,0,Office,Hog,14209.1,US/Central,0.9998859879147189
Bull_lodging_Lettie,17207,0.9808,1.92,34.39,6.78,5.0,58.0,0,Lodging/residential,Bull,3683.4,US/Central,0.9981174054424097
Bull_lodging_Melissa,17207,0.9808,1.92,251.8,41.76,49.0,446.0,0,Lodging/residential,Bull,27992.3,US/Central,0.9981174054424097
Bull_office_Claudia,17208,0.9808,1.92,33.37,2.39,25.0,42.0,0,Office,Bull,2272.7,US/Central,0.9981174054424097
Bull_services_Nadine,17207,0.9808,1.92,119.74,16.6,60.0,161.0,0,Services,Bull,36198.8,US/Central,0.9981174054424097
Bull_education_Brenda,17207,0.9808,1.92,146.73,27.62,32.52,238.08,0,Education,Bull,14652.9,US/Central,0.9981174054424097
Bull_education_Mervin,17205,0.9807,1.93,186.68,32.33,42.0,305.0,0,Education,Bull,20255.1,US/Central,0.9981174054424097
Eagle_assembly_Estelle,17203,0.9806,1.94,11.11,4.51,0.0,26.0,179,Entertainment/public assembly,Eagle,1723.4,US/Eastern,0.9998289233576643
Bull_education_Racheal,17203,0.9806,1.94,583.68,94.44,139.0,968.0,0,Education,Bull,36560.1,US/Central,0.9981174054424097
Bull_office_Nicolas,17203,0.9806,1.94,20.2,5.13,0.0,43.0,114,Office,Bull,1943.3,US/Central,0.9981174054424097
Bull_education_Hayley,17200,0.9804,1.96,169.39,26.7,51.0,272.0,0,Education,Bull,17997.4,US/Central,0.9981174054424097
Rat_public_Bronwyn,17201,0.9804,1.96,444.85,88.31,269.88,779.64,0,Public services,Rat,51583.7,US/Eastern,0.9996579052397514
Bull_lodging_Carie,17198,0.9803,1.97,55.19,7.51,21.0,84.0,0,Lodging/residential,Bull,3683.5,US/Central,0.9981174054424097
Bull_education_Brain,17199,0.9803,1.97,375.03,46.95,164.0,590.0,0,Education,Bull,21365.2,US/Central,0.9981174054424097
Bull_office_Ella,17197,0.9802,1.98,71.9,10.61,30.0,108.0,0,Office,Bull,821.0,US/Central,0.9981174054424097
Bull_education_Nina,17197,0.9802,1.98,250.34,30.53,112.0,381.0,0,Education,Bull,12131.0,US/Central,0.9981174054424097
Robin_education_Lashandra,17194,0.9801,1.99,159.89,138.35,0.02,502.0,0,Education,Robin,9061.0,Europe/London,0.9999429093400319
Lamb_assembly_Rosa,17194,0.9801,1.99,97.26,180.34,0.0,817.1,0,Entertainment/public assembly,Lamb,1132.0,Europe/London,0.9998857142857143
Hog_assembly_Edward,17194,0.9801,1.99,1.79,2.73,0.0,9.83,11276,Entertainment/public assembly,Hog,1807.3,US/Central,0.9998859879147189
Hog_public_Kevin,17194,0.9801,1.99,523.69,321.65,71.4,1541.17,0,Public services,Hog,35416.6,US/Central,0.9998859879147189
Hog_office_Thomas,17194,0.9801,1.99,45.16,55.95,0.0,205.0,988,Office,Hog,2092.9,US/Central,0.9998859879147189
Hog_office_Cordelia,17194,0.9801,1.99,25.77,14.73,0.0,72.49,1,Office,Hog,4420.1,US/Central,0.9998859879147189
Lamb_education_Ira,17194,0.9801,1.99,2.33,3.21,0.0,15.7,2300,Education,Lamb,1048.0,Europe/London,0.9998857142857143
Hog_education_Darryl,17194,0.9801,1.99,2.54,3.53,0.0,11.69,10889,Education,Hog,994.3,US/Central,0.9998859879147189
Hog_office_Lavon,17194,0.9801,1.99,232.83,357.68,0.01,1659.33,0,Office,Hog,1530.3,US/Central,0.9998859879147189
Lamb_education_Darrel,17194,0.9801,1.99,39.06,38.63,0.0,158.1,15,Education,Lamb,11954.9,Europe/London,0.9998857142857143
Lamb_education_Fred,17194,0.9801,1.99,7.73,7.37,0.0,31.9,1099,Education,Lamb,2708.0,Europe/London,0.9998857142857143
Hog_office_Valda,17194,0.9801,1.99,29.1,15.0,5.85,85.33,0,Office,Hog,5255.4,US/Central,0.9998859879147189
Eagle_health_Jodi,17194,0.9801,1.99,179.92,44.17,91.39,311.5,0,Healthcare,Eagle,22083.4,US/Eastern,0.9998289233576643
Eagle_assembly_Latrina,17194,0.9801,1.99,135.65,65.03,0.0,369.29,1199,Entertainment/public assembly,Eagle,26702.1,US/Eastern,0.9998289233576643
Lamb_education_Rick,17194,0.9801,1.99,4.94,7.78,0.0,40.02,46,Education,Lamb,1584.0,Europe/London,0.9998857142857143
Lamb_education_Sara,17194,0.9801,1.99,28.44,33.47,0.0,160.1,0,Education,Lamb,8711.0,Europe/London,0.9998857142857143
Eagle_office_Lillian,17194,0.9801,1.99,46.92,36.33,0.0,137.61,571,Office,Eagle,4844.1,US/Eastern,0.9998289233576643
Eagle_lodging_Terri,17194,0.9801,1.99,101.17,37.22,0.0,215.11,776,Lodging/residential,Eagle,7422.9,US/Eastern,0.9998289233576643
Eagle_office_Flossie,17194,0.9801,1.99,148.19,44.47,0.0,293.88,818,Office,Eagle,3989.4,US/Eastern,0.9998289233576643
Eagle_office_Damian,17194,0.9801,1.99,175.6,53.29,0.0,315.95,422,Office,Eagle,10606.4,US/Eastern,0.9998289233576643
Lamb_education_Garry,17194,0.9801,1.99,6.11,9.57,0.0,40.6,46,Education,Lamb,3157.0,Europe/London,0.9998857142857143
Lamb_education_Moses,17194,0.9801,1.99,6.07,6.23,0.0,25.2,1099,Education,Lamb,1295.0,Europe/London,0.9998857142857143
Hog_office_Marlena,17194,0.9801,1.99,82.82,69.37,0.0,334.35,91,Office,Hog,12239.5,US/Central,0.9998859879147189
Eagle_office_Tia,17194,0.9801,1.99,179.13,56.69,0.0,339.56,844,Office,Eagle,11403.5,US/Eastern,0.9998289233576643
Eagle_office_Norbert,17194,0.9801,1.99,92.81,33.86,0.0,215.04,794,Office,Eagle,5406.6,US/Eastern,0.9998289233576643
Eagle_education_Edith,17194,0.9801,1.99,172.41,65.52,0.0,372.48,373,Education,Eagle,7427.5,US/Eastern,0.9998289233576643
Eagle_health_Amy,17194,0.9801,1.99,80.54,34.45,0.0,180.83,40,Healthcare,Eagle,5238.6,US/Eastern,0.9998289233576643
Lamb_lodging_Burt,17194,0.9801,1.99,1.78,2.0,0.0,12.92,47,Lodging/residential,Lamb,705.0,Europe/London,0.9998857142857143
Lamb_assembly_Steven,17194,0.9801,1.99,3.27,3.61,0.0,15.76,23,Entertainment/public assembly,Lamb,506.0,Europe/London,0.9998857142857143
Lamb_education_Salvador,17194,0.9801,1.99,5.85,7.4,0.0,32.1,1121,Education,Lamb,2570.0,Europe/London,0.9998857142857143
Lamb_assembly_Delilah,17194,0.9801,1.99,5.75,10.27,0.0,37.8,46,Entertainment/public assembly,Lamb,2887.0,Europe/London,0.9998857142857143
Lamb_assembly_Librada,17194,0.9801,1.99,27.84,31.91,0.0,186.8,0,Entertainment/public assembly,Lamb,2957.0,Europe/London,0.9998857142857143
Lamb_education_Hubert,17194,0.9801,1.99,6.61,8.91,0.0,34.2,41,Education,Lamb,1047.0,Europe/London,0.9998857142857143
Mouse_health_Justin,17194,0.9801,1.99,723.08,269.03,0.0,1487.02,1325,Healthcare,Mouse,17735.0,Europe/London,0.9999429093400319
Eagle_public_Minnie,17194,0.9801,1.99,149.4,35.6,0.0,288.0,24,Public services,Eagle,6807.7,US/Eastern,0.9998289233576643
Lamb_assembly_Katelyn,17194,0.9801,1.99,26.56,23.0,0.0,100.6,0,Entertainment/public assembly,Lamb,4519.0,Europe/London,0.9998857142857143
Lamb_education_Aldo,17194,0.9801,1.99,1.31,2.19,0.0,8.8,3559,Education,Lamb,736.0,Europe/London,0.9998857142857143
Lamb_education_Hui,17194,0.9801,1.99,9.55,14.33,0.0,65.2,49,Education,Lamb,3462.0,Europe/London,0.9998857142857143
Eagle_office_Remedios,17194,0.9801,1.99,84.9,23.54,0.0,155.31,806,Office,Eagle,4781.8,US/Eastern,0.9998289233576643
Lamb_education_Sabrina,17194,0.9801,1.99,2.96,3.73,0.0,15.7,1181,Education,Lamb,1065.0,Europe/London,0.9998857142857143
Lamb_assembly_Dillon,17194,0.9801,1.99,20.6,21.08,0.0,95.4,2,Entertainment/public assembly,Lamb,5313.0,Europe/London,0.9998857142857143
Lamb_education_Maxwell,17194,0.9801,1.99,4.84,6.4,0.0,30.11,46,Education,Lamb,2635.0,Europe/London,0.9998857142857143
Eagle_assembly_Margret,17194,0.9801,1.99,389.29,90.47,0.0,570.94,84,Entertainment/public assembly,Eagle,16797.4,US/Eastern,0.9998289233576643
Hog_office_Betsy,17194,0.9801,1.99,621.83,430.03,86.46,2043.16,0,Office,Hog,23175.3,US/Central,0.9998859879147189
Hog_science_Max,17194,0.9801,1.99,147.66,21.13,0.0,271.0,124,Technology/science,Hog,8310.7,US/Central,0.9998859879147189
Hog_office_Shawna,17194,0.9801,1.99,144.03,73.17,30.74,314.39,0,Office,Hog,18213.0,US/Central,0.9998859879147189
Hog_office_Bessie,17194,0.9801,1.99,78.31,29.01,25.0,178.0,0,Office,Hog,8975.5,US/Central,0.9998859879147189
Lamb_education_Wanda,17194,0.9801,1.99,2.99,3.78,0.0,18.1,1101,Education,Lamb,1086.0,Europe/London,0.9998857142857143
Lamb_education_Vaughn,17194,0.9801,1.99,5.34,5.82,0.0,27.7,1076,Education,Lamb,2619.0,Europe/London,0.9998857142857143
Hog_education_Casandra,17194,0.9801,1.99,1058.22,376.67,320.36,2097.11,0,Education,Hog,26033.7,US/Central,0.9998859879147189
Hog_warehouse_Porsha,17194,0.9801,1.99,11.45,10.62,0.0,32.29,3,Warehouse/storage,Hog,3666.3,US/Central,0.9998859879147189
Lamb_assembly_Walter,17194,0.9801,1.99,2.5,3.75,0.0,15.0,51,Entertainment/public assembly,Lamb,1460.0,Europe/London,0.9998857142857143
Lamb_education_Logan,17194,0.9801,1.99,2.91,3.57,0.0,16.0,2202,Education,Lamb,2152.0,Europe/London,0.9998857142857143
Lamb_education_Mae,17194,0.9801,1.99,48.7,41.59,0.0,176.8,0,Education,Lamb,11247.0,Europe/London,0.9998857142857143
Lamb_education_Junior,17194,0.9801,1.99,41.67,38.8,0.0,162.0,32,Education,Lamb,11285.0,Europe/London,0.9998857142857143
Lamb_education_Marty,17194,0.9801,1.99,4.11,6.44,0.0,24.7,1105,Education,Lamb,1201.0,Europe/London,0.9998857142857143
Lamb_education_Marc,17194,0.9801,1.99,7.31,11.56,0.0,64.7,3139,Education,Lamb,811.0,Europe/London,0.9998857142857143
Lamb_education_Hilary,17194,0.9801,1.99,3.4,5.0,0.0,23.4,47,Education,Lamb,1281.0,Europe/London,0.9998857142857143
Lamb_education_Armando,17194,0.9801,1.99,38.09,38.1,0.0,157.77,0,Education,Lamb,11200.9,Europe/London,0.9998857142857143
Lamb_education_Luz,17194,0.9801,1.99,73.35,54.05,0.0,225.46,14,Education,Lamb,14474.9,Europe/London,0.9998857142857143
Lamb_education_Bert,17194,0.9801,1.99,5.48,6.01,0.0,25.4,1099,Education,Lamb,2403.0,Europe/London,0.9998857142857143
Lamb_education_Nichol,17194,0.9801,1.99,1.21,2.22,0.0,12.9,693,Education,Lamb,4373.0,Europe/London,0.9998857142857143
Lamb_education_Hellen,17194,0.9801,1.99,3.05,3.31,0.0,14.8,1100,Education,Lamb,1123.0,Europe/London,0.9998857142857143
Lamb_assembly_Dudley,17194,0.9801,1.99,11.35,13.75,0.0,57.7,7532,Entertainment/public assembly,Lamb,2588.0,Europe/London,0.9998857142857143
Lamb_office_Kerry,17194,0.9801,1.99,0.97,1.07,0.0,9.9,7094,Office,Lamb,3962.0,Europe/London,0.9998857142857143
Lamb_education_Faith,17194,0.9801,1.99,7.04,7.51,0.0,31.4,1099,Education,Lamb,1597.0,Europe/London,0.9998857142857143
Lamb_education_Robin,17194,0.9801,1.99,35.74,32.57,0.0,146.1,16,Education,Lamb,8794.0,Europe/London,0.9998857142857143
Lamb_assembly_Tasha,17194,0.9801,1.99,8.54,11.58,0.0,37.0,23,Entertainment/public assembly,Lamb,443.0,Europe/London,0.9998857142857143
Lamb_education_Ellen,17194,0.9801,1.99,4.4,5.29,0.0,23.7,1098,Education,Lamb,2061.0,Europe/London,0.9998857142857143
Lamb_education_Antonio,17194,0.9801,1.99,36.51,34.48,0.0,141.47,15,Education,Lamb,9516.0,Europe/London,0.9998857142857143
Lamb_assembly_Louis,17194,0.9801,1.99,14.7,14.32,0.0,74.77,577,Entertainment/public assembly,Lamb,3373.0,Europe/London,0.9998857142857143
Lamb_education_Debby,17194,0.9801,1.99,7.43,10.86,0.0,47.4,1098,Education,Lamb,2961.0,Europe/London,0.9998857142857143
Lamb_education_Domitila,17194,0.9801,1.99,52.87,49.78,0.0,201.6,14,Education,Lamb,12924.0,Europe/London,0.9998857142857143
Lamb_education_Daniel,17194,0.9801,1.99,7.29,6.8,0.0,30.08,70,Education,Lamb,1432.0,Europe/London,0.9998857142857143
Lamb_education_Bettye,17194,0.9801,1.99,7.97,10.3,0.0,43.2,68,Education,Lamb,2692.0,Europe/London,0.9998857142857143
Eagle_office_Elia,17194,0.9801,1.99,137.59,55.21,0.0,301.63,371,Office,Eagle,6014.8,US/Eastern,0.9998289233576643
Eagle_health_Margo,17194,0.9801,1.99,55.36,14.84,0.0,82.12,843,Healthcare,Eagle,2379.2,US/Eastern,0.9998289233576643
Eagle_education_Cassie,17194,0.9801,1.99,30.88,35.83,0.0,107.0,9065,Education,Eagle,3066.9,US/Eastern,0.9998289233576643
Hog_office_Garrett,17194,0.9801,1.99,372.84,180.16,0.0,960.25,175,Office,Hog,28339.8,US/Central,0.9998859879147189
Eagle_office_Lamont,17194,0.9801,1.99,31.02,9.84,0.0,67.4,817,Office,Eagle,1453.8,US/Eastern,0.9998289233576643
Hog_office_Denita,17194,0.9801,1.99,58.64,29.47,12.01,141.46,0,Office,Hog,8824.7,US/Central,0.9998859879147189
Hog_services_Adrianna,17194,0.9801,1.99,242.86,81.86,108.66,547.1,0,Services,Hog,4696.4,US/Central,0.9998859879147189
Hog_office_Bryan,17194,0.9801,1.99,46.23,52.49,0.0,164.2,8871,Office,Hog,9655.0,US/Central,0.9998859879147189
Hog_office_Sherrie,17194,0.9801,1.99,40.41,19.5,12.27,113.06,0,Office,Hog,8639.4,US/Central,0.9998859879147189
Hog_office_Judith,17194,0.9801,1.99,50.99,116.1,0.0,373.0,14391,Office,Hog,18626.2,US/Central,0.9998859879147189
Lamb_education_Alina,17194,0.9801,1.99,2.88,4.29,0.0,20.1,7452,Education,Lamb,1877.0,Europe/London,0.9998857142857143
Eagle_office_Mandi,17194,0.9801,1.99,16.42,4.1,0.0,23.2,814,Office,Eagle,820.9,US/Eastern,0.9998289233576643
Lamb_office_Donita,17194,0.9801,1.99,0.28,0.27,0.0,1.7,1198,Office,Lamb,972.0,Europe/London,0.9998857142857143
Lamb_education_Kasha,17194,0.9801,1.99,4.69,7.86,0.0,35.6,1101,Education,Lamb,2335.0,Europe/London,0.9998857142857143
Hog_office_Nancie,17194,0.9801,1.99,62.87,31.16,0.0,158.64,10,Office,Hog,8348.1,US/Central,0.9998859879147189
Lamb_education_Dwayne,17194,0.9801,1.99,5.69,5.36,0.0,22.59,46,Education,Lamb,1391.0,Europe/London,0.9998857142857143
Lamb_education_Traci,17194,0.9801,1.99,2.02,3.12,0.0,13.5,2534,Education,Lamb,1374.0,Europe/London,0.9998857142857143
Lamb_office_Caitlin,17194,0.9801,1.99,22.55,33.17,0.0,124.2,0,Office,Lamb,3365.0,Europe/London,0.9998857142857143
Hog_office_Myles,17194,0.9801,1.99,52.94,23.99,19.54,130.52,0,Office,Hog,7412.0,US/Central,0.9998859879147189
Hog_parking_Jean,17194,0.9801,1.99,54.19,40.91,8.77,170.76,0,Parking,Hog,16561.8,US/Central,0.9998859879147189
Hog_office_Richelle,17194,0.9801,1.99,85.81,27.34,32.3,153.73,0,Office,Hog,9285.3,US/Central,0.9998859879147189
Hog_office_Vera,17194,0.9801,1.99,114.16,50.31,31.0,243.0,0,Office,Hog,8483.5,US/Central,0.9998859879147189
Lamb_education_Nathan,17194,0.9801,1.99,3.6,4.91,0.0,23.0,1099,Education,Lamb,2937.0,Europe/London,0.9998857142857143
Lamb_education_Heidi,17194,0.9801,1.99,6.56,7.46,0.0,31.0,1121,Education,Lamb,2164.0,Europe/London,0.9998857142857143
Lamb_education_Carlton,17194,0.9801,1.99,10.52,10.81,0.0,45.7,1122,Education,Lamb,3323.0,Europe/London,0.9998857142857143
Lamb_education_Hillary,17194,0.9801,1.99,3.93,6.39,0.0,30.0,748,Education,Lamb,2238.0,Europe/London,0.9998857142857143
Lamb_education_Larissa,17194,0.9801,1.99,5.98,8.16,0.0,33.3,113,Education,Lamb,2555.0,Europe/London,0.9998857142857143
Lamb_public_Angeline,17194,0.9801,1.99,16.4,21.95,0.0,80.9,2831,Public services,Lamb,3889.0,Europe/London,0.9998857142857143
Lamb_education_Harold,17194,0.9801,1.99,3.52,5.43,0.0,28.6,835,Education,Lamb,1188.0,Europe/London,0.9998857142857143
Lamb_office_William,17194,0.9801,1.99,1.31,1.62,0.0,6.5,1351,Office,Lamb,732.0,Europe/London,0.9998857142857143
Lamb_education_Sunny,17194,0.9801,1.99,5.86,6.79,0.0,28.84,76,Education,Lamb,1691.0,Europe/London,0.9998857142857143
Lamb_education_Wilbert,17194,0.9801,1.99,6.15,10.1,0.0,48.1,1098,Education,Lamb,2215.0,Europe/London,0.9998857142857143
Eagle_office_Jeff,17194,0.9801,1.99,43.34,13.84,0.0,88.0,150,Office,Eagle,1586.5,US/Eastern,0.9998289233576643
Lamb_education_Augustine,17194,0.9801,1.99,4.87,7.42,0.0,32.0,46,Education,Lamb,2939.0,Europe/London,0.9998857142857143
Eagle_public_Alvin,17194,0.9801,1.99,104.66,23.18,0.0,192.72,155,Public services,Eagle,7110.5,US/Eastern,0.9998289233576643
Eagle_health_Gregoria,17194,0.9801,1.99,440.62,254.95,0.0,759.38,4184,Healthcare,Eagle,18580.6,US/Eastern,0.9998289233576643
Eagle_office_Nereida,17194,0.9801,1.99,159.33,45.9,0.0,254.36,767,Office,Eagle,10746.6,US/Eastern,0.9998289233576643
Eagle_education_Eileen,17194,0.9801,1.99,40.85,12.93,0.0,77.44,844,Education,Eagle,2600.8,US/Eastern,0.9998289233576643
Eagle_education_Shanna,17194,0.9801,1.99,295.58,53.89,96.0,483.0,0,Education,Eagle,9718.0,US/Eastern,0.9998289233576643
Lamb_education_Gabrielle,17194,0.9801,1.99,4.29,5.19,0.0,23.37,0,Education,Lamb,2572.0,Europe/London,0.9998857142857143
Lamb_education_Leopoldo,17194,0.9801,1.99,5.79,8.02,0.0,33.1,1076,Education,Lamb,3984.0,Europe/London,0.9998857142857143
Lamb_office_Bertha,17194,0.9801,1.99,46.45,54.71,0.01,175.5,0,Office,Lamb,5336.0,Europe/London,0.9998857142857143
Lamb_education_Jane,17194,0.9801,1.99,8.56,9.18,0.0,38.5,1122,Education,Lamb,2777.0,Europe/London,0.9998857142857143
Lamb_education_Norris,17194,0.9801,1.99,8.37,9.61,0.0,42.9,1076,Education,Lamb,3211.0,Europe/London,0.9998857142857143
Lamb_office_Corine,17194,0.9801,1.99,0.12,0.21,0.0,1.5,8577,Office,Lamb,501.0,Europe/London,0.9998857142857143
Lamb_assembly_Ethel,17194,0.9801,1.99,17.84,23.25,0.0,84.7,8213,Entertainment/public assembly,Lamb,3854.0,Europe/London,0.9998857142857143
Lamb_education_Phil,17194,0.9801,1.99,2.84,3.82,0.0,15.6,1102,Education,Lamb,1014.0,Europe/London,0.9998857142857143
Lamb_education_Dolly,17194,0.9801,1.99,3.93,5.47,0.0,24.1,1125,Education,Lamb,2154.0,Europe/London,0.9998857142857143
Lamb_education_Mckenzie,17194,0.9801,1.99,35.96,33.69,0.0,143.0,15,Education,Lamb,11710.0,Europe/London,0.9998857142857143
Lamb_education_Kayla,17194,0.9801,1.99,6.98,7.71,0.0,33.4,1121,Education,Lamb,2418.0,Europe/London,0.9998857142857143
Lamb_education_Eula,17194,0.9801,1.99,1.04,1.82,0.0,11.8,0,Education,Lamb,2927.0,Europe/London,0.9998857142857143
Fox_education_Henrietta,17194,0.9801,1.99,27.84,21.42,0.0,102.7,34,Education,Fox,425.8,US/Mountain,0.9999429972068631
Eagle_office_Phyllis,17194,0.9801,1.99,39.9,9.96,0.0,56.38,814,Office,Eagle,1994.5,US/Eastern,0.9998289233576643
Eagle_office_Randolph,17194,0.9801,1.99,110.96,34.97,8.56,214.54,0,Office,Eagle,6038.7,US/Eastern,0.9998289233576643
Eagle_office_Sheree,17194,0.9801,1.99,41.9,17.93,0.0,90.0,22,Office,Eagle,2907.9,US/Eastern,0.9998289233576643
Eagle_office_Chauncey,17194,0.9801,1.99,528.11,141.03,0.0,783.79,756,Office,Eagle,22068.7,US/Eastern,0.9998289233576643
Eagle_office_Demetra,17194,0.9801,1.99,154.39,60.65,0.0,287.0,46,Office,Eagle,9670.2,US/Eastern,0.9998289233576643
Eagle_education_Alberto,17194,0.9801,1.99,443.02,109.0,0.0,625.26,769,Education,Eagle,15894.2,US/Eastern,0.9998289233576643
Eagle_assembly_Ian,17194,0.9801,1.99,431.95,142.83,0.0,1000.0,162,Entertainment/public assembly,Eagle,34376.3,US/Eastern,0.9998289233576643
Eagle_education_Shante,17194,0.9801,1.99,610.62,104.94,0.0,779.85,391,Education,Eagle,21566.4,US/Eastern,0.9998289233576643
Eagle_education_Sheena,17194,0.9801,1.99,26.77,13.15,0.0,65.11,2221,Education,Eagle,4277.0,US/Eastern,0.9998289233576643
Eagle_health_Vincenza,17194,0.9801,1.99,53.95,20.5,0.0,102.59,15,Healthcare,Eagle,3284.5,US/Eastern,0.9998289233576643
Eagle_office_Amanda,17194,0.9801,1.99,282.44,86.81,0.0,617.89,805,Office,Eagle,8487.9,US/Eastern,0.9998289233576643
Eagle_office_Katheleen,17194,0.9801,1.99,99.95,41.16,0.0,263.41,715,Office,Eagle,4202.9,US/Eastern,0.9998289233576643
Lamb_food_Sylvia,17194,0.9801,1.99,9.29,13.93,0.0,46.4,1076,Food sales and service,Lamb,3280.0,Europe/London,0.9998857142857143
Lamb_education_Lucas,17194,0.9801,1.99,4.07,5.31,0.0,25.85,0,Education,Lamb,1737.0,Europe/London,0.9998857142857143
Lamb_industrial_Enrique,17194,0.9801,1.99,48.84,39.73,0.01,190.68,0,Manufacturing/industrial,Lamb,358.0,Europe/London,0.9998857142857143
Robin_education_Takako,17194,0.9801,1.99,162.49,58.56,1.2,316.9,0,Education,Robin,1561.0,Europe/London,0.9999429093400319
Robin_office_Donald,17194,0.9801,1.99,153.91,49.29,0.0,310.75,46,Office,Robin,7669.0,Europe/London,0.9999429093400319
Robin_education_Billi,17194,0.9801,1.99,38.46,22.21,0.01,106.2,0,Education,Robin,3560.0,Europe/London,0.9999429093400319
Eagle_public_Pearle,17194,0.9801,1.99,346.96,136.02,0.0,591.93,422,Public services,Eagle,22990.8,US/Eastern,0.9998289233576643
Eagle_office_Elias,17194,0.9801,1.99,82.84,25.14,0.0,149.05,422,Office,Eagle,5003.8,US/Eastern,0.9998289233576643
Eagle_education_April,17194,0.9801,1.99,39.51,22.71,0.0,86.0,4082,Education,Eagle,7144.5,US/Eastern,0.9998289233576643
Lamb_education_Williams,17194,0.9801,1.99,24.04,29.4,0.0,128.8,15,Education,Lamb,8255.0,Europe/London,0.9998857142857143
Lamb_assembly_Jerry,17194,0.9801,1.99,1.68,2.31,0.0,13.0,2322,Entertainment/public assembly,Lamb,1037.0,Europe/London,0.9998857142857143
Lamb_assembly_Zita,17194,0.9801,1.99,0.21,0.6,0.0,2.8,6108,Entertainment/public assembly,Lamb,642.0,Europe/London,0.9998857142857143
Lamb_education_Stefan,17194,0.9801,1.99,6.37,9.38,0.0,42.3,46,Education,Lamb,2151.0,Europe/London,0.9998857142857143
